home_details,graphs_and_data,map_this_home,comparables,street,zipcode,city,state,latitude,longitude,amount,amount_currency,amount_last_updated,amount_change_30days,valuation_range_low,valuation_range_high,region_name,region_id,region_type,overview_link,fsbo_link,sale_link,zillow_home_value_index,fips_county,usecode,tax_assessment_year,tax_assessment,year_built,lot_size_sqft,finished_sqft,bathrooms,bedrooms,last_sold_date,last_sold_price,complete
https://www.zillow.com/homedetails/1703-Via-Encantadoras-San-Ysidro-CA-92173/111434535_zpid/,http://www.zillow.com/homedetails/1703-Via-Encantadoras-San-Ysidro-CA-92173/111434535_zpid/#charts-and-data,http://www.zillow.com/homes/111434535_zpid/,http://www.zillow.com/homes/comps/111434535_zpid/,1703 Via Encantadoras,92173,San Ysidro,CA,32.565261,-117.061619,510747,USD,11/2/2019,10694,485210,536284,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,159664,1979,6499,1795,2,4,,,TRUE
https://www.zillow.com/homedetails/1705-Via-Encantadoras-San-Ysidro-CA-92173/17174251_zpid/,http://www.zillow.com/homedetails/1705-Via-Encantadoras-San-Ysidro-CA-92173/17174251_zpid/#charts-and-data,http://www.zillow.com/homes/17174251_zpid/,http://www.zillow.com/homes/comps/17174251_zpid/,1705 Via Encantadoras,92173,San Ysidro,CA,32.565264,-117.06145,461296,USD,11/2/2019,2140,438231,484361,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,203570,1979,6490,1103,2,3,,,TRUE
https://www.zillow.com/homedetails/1707-Via-Encantadoras-San-Ysidro-CA-92173/17174252_zpid/,http://www.zillow.com/homedetails/1707-Via-Encantadoras-San-Ysidro-CA-92173/17174252_zpid/#charts-and-data,http://www.zillow.com/homes/17174252_zpid/,http://www.zillow.com/homes/comps/17174252_zpid/,1707 Via Encantadoras,92173,San Ysidro,CA,32.565266,-117.061285,513237,USD,11/2/2019,1541,487575,538899,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,436081,1979,6486,1745,2.5,4,9/29/2003,349000,TRUE
https://www.zillow.com/homedetails/1711-Via-Encantadoras-San-Ysidro-CA-92173/17174253_zpid/,http://www.zillow.com/homedetails/1711-Via-Encantadoras-San-Ysidro-CA-92173/17174253_zpid/#charts-and-data,http://www.zillow.com/homes/17174253_zpid/,http://www.zillow.com/homes/comps/17174253_zpid/,1711 Via Encantadoras,92173,San Ysidro,CA,32.565266,-117.061118,477320,USD,11/2/2019,3909,453454,501186,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,297307,1979,6477,1238,2,4,11/9/2001,229000,TRUE
https://www.zillow.com/homedetails/1715-Via-Encantadoras-San-Ysidro-CA-92173/17174254_zpid/,http://www.zillow.com/homedetails/1715-Via-Encantadoras-San-Ysidro-CA-92173/17174254_zpid/#charts-and-data,http://www.zillow.com/homes/17174254_zpid/,http://www.zillow.com/homes/comps/17174254_zpid/,1715 Via Encantadoras,92173,San Ysidro,CA,32.565277,-117.060943,473479,USD,11/2/2019,4160,449805,497153,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,278113,1979,7418,1103,2,3,2/28/2011,247000,TRUE
https://www.zillow.com/homedetails/1719-Via-Encantadoras-San-Ysidro-CA-92173/17174255_zpid/,http://www.zillow.com/homedetails/1719-Via-Encantadoras-San-Ysidro-CA-92173/17174255_zpid/#charts-and-data,http://www.zillow.com/homes/17174255_zpid/,http://www.zillow.com/homes/comps/17174255_zpid/,1719 Via Encantadoras,92173,San Ysidro,CA,32.565185,-117.060778,511302,USD,11/2/2019,3458,485737,536867,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,222620,1979,7823,1745,2.5,4,4/14/1989,135000,TRUE
https://www.zillow.com/homedetails/1723-Via-Encantadoras-San-Ysidro-CA-92173/17174256_zpid/,http://www.zillow.com/homedetails/1723-Via-Encantadoras-San-Ysidro-CA-92173/17174256_zpid/#charts-and-data,http://www.zillow.com/homes/17174256_zpid/,http://www.zillow.com/homes/comps/17174256_zpid/,1723 Via Encantadoras,92173,San Ysidro,CA,32.565162,-117.060569,493028,USD,11/2/2019,9836,443725,547261,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,458999,1979,6481,1507,2,4,5/4/2017,450000,TRUE
https://www.zillow.com/homedetails/1727-Via-Encantadoras-San-Ysidro-CA-92173/17174257_zpid/,http://www.zillow.com/homedetails/1727-Via-Encantadoras-San-Ysidro-CA-92173/17174257_zpid/#charts-and-data,http://www.zillow.com/homes/17174257_zpid/,http://www.zillow.com/homes/comps/17174257_zpid/,1727 Via Encantadoras,92173,San Ysidro,CA,32.565061,-117.060427,513415,USD,11/2/2019,8151,487744,539086,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,207769,1979,5074,1734,2,6,,,TRUE
https://www.zillow.com/homedetails/1731-Via-Encantadoras-San-Ysidro-CA-92173/17174258_zpid/,http://www.zillow.com/homedetails/1731-Via-Encantadoras-San-Ysidro-CA-92173/17174258_zpid/#charts-and-data,http://www.zillow.com/homes/17174258_zpid/,http://www.zillow.com/homes/comps/17174258_zpid/,1731 Via Encantadoras,92173,San Ysidro,CA,32.564951,-117.06025,487619,USD,11/2/2019,1976,463238,512000,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,192562,1965,10200,1488,2,3,,,TRUE
https://www.zillow.com/homedetails/1737-Via-Encantadoras-San-Ysidro-CA-92173/17174259_zpid/,http://www.zillow.com/homedetails/1737-Via-Encantadoras-San-Ysidro-CA-92173/17174259_zpid/#charts-and-data,http://www.zillow.com/homes/17174259_zpid/,http://www.zillow.com/homes/comps/17174259_zpid/,1737 Via Encantadoras,92173,San Ysidro,CA,32.564843,-117.060073,476162,USD,11/2/2019,4356,452354,499970,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,194170,1978,5379,1238,2,4,7/20/1993,130000,TRUE
https://www.zillow.com/homedetails/1741-Via-Encantadoras-San-Ysidro-CA-92173/17174260_zpid/,http://www.zillow.com/homedetails/1741-Via-Encantadoras-San-Ysidro-CA-92173/17174260_zpid/#charts-and-data,http://www.zillow.com/homes/17174260_zpid/,http://www.zillow.com/homes/comps/17174260_zpid/,1741 Via Encantadoras,92173,San Ysidro,CA,32.564753,-117.059932,460045,USD,11/2/2019,-1104,437043,483047,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,93317,1978,5479,1103,2,3,,,TRUE
https://www.zillow.com/homedetails/1747-Via-Encantadoras-San-Ysidro-CA-92173/17174261_zpid/,http://www.zillow.com/homedetails/1747-Via-Encantadoras-San-Ysidro-CA-92173/17174261_zpid/#charts-and-data,http://www.zillow.com/homes/17174261_zpid/,http://www.zillow.com/homes/comps/17174261_zpid/,1747 Via Encantadoras,92173,San Ysidro,CA,32.564664,-117.059785,482625,USD,11/2/2019,7731,458494,506756,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,104157,1978,5497,1238,2,4,,,TRUE
https://www.zillow.com/homedetails/1751-Via-Encantadoras-San-Ysidro-CA-92173/17174262_zpid/,http://www.zillow.com/homedetails/1751-Via-Encantadoras-San-Ysidro-CA-92173/17174262_zpid/#charts-and-data,http://www.zillow.com/homes/17174262_zpid/,http://www.zillow.com/homes/comps/17174262_zpid/,1751 Via Encantadoras,92173,San Ysidro,CA,32.56457,-117.059636,459987,USD,11/2/2019,-326,436988,482986,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,93317,1978,6860,1103,2,3,,,TRUE
https://www.zillow.com/homedetails/1757-Via-Encantadoras-San-Ysidro-CA-92173/17174263_zpid/,http://www.zillow.com/homedetails/1757-Via-Encantadoras-San-Ysidro-CA-92173/17174263_zpid/#charts-and-data,http://www.zillow.com/homes/17174263_zpid/,http://www.zillow.com/homes/comps/17174263_zpid/,1757 Via Encantadoras,92173,San Ysidro,CA,32.564467,-117.0595,492432,USD,11/2/2019,2353,467810,517054,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,281491,1977,6730,1590,2,4,7/29/2010,250000,TRUE
https://www.zillow.com/homedetails/1761-Via-Encantadoras-San-Ysidro-CA-92173/17174264_zpid/,http://www.zillow.com/homedetails/1761-Via-Encantadoras-San-Ysidro-CA-92173/17174264_zpid/#charts-and-data,http://www.zillow.com/homes/17174264_zpid/,http://www.zillow.com/homes/comps/17174264_zpid/,1761 Via Encantadoras,92173,San Ysidro,CA,32.564363,-117.059381,475901,USD,11/2/2019,6632,452106,499696,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,217193,1978,7069,1131,2,4,4/9/1996,128000,TRUE
https://www.zillow.com/homedetails/1767-Via-Encantadoras-San-Ysidro-CA-92173/17174265_zpid/,http://www.zillow.com/homedetails/1767-Via-Encantadoras-San-Ysidro-CA-92173/17174265_zpid/#charts-and-data,http://www.zillow.com/homes/17174265_zpid/,http://www.zillow.com/homes/comps/17174265_zpid/,1767 Via Encantadoras,92173,San Ysidro,CA,32.564267,-117.059251,488234,USD,11/2/2019,-2730,463822,512646,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,109271,1978,7805,1590,2,4,,,TRUE
https://www.zillow.com/homedetails/1771-Via-Encantadoras-San-Ysidro-CA-92173/17174266_zpid/,http://www.zillow.com/homedetails/1771-Via-Encantadoras-San-Ysidro-CA-92173/17174266_zpid/#charts-and-data,http://www.zillow.com/homes/17174266_zpid/,http://www.zillow.com/homes/comps/17174266_zpid/,1771 Via Encantadoras,92173,San Ysidro,CA,32.564158,-117.059134,491127,USD,11/2/2019,200,466571,515683,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,421360,1978,8150,1507,2,4,6/14/2016,405000,TRUE
https://www.zillow.com/homedetails/1775-Via-Encantadoras-San-Ysidro-CA-92173/17174267_zpid/,http://www.zillow.com/homedetails/1775-Via-Encantadoras-San-Ysidro-CA-92173/17174267_zpid/#charts-and-data,http://www.zillow.com/homes/17174267_zpid/,http://www.zillow.com/homes/comps/17174267_zpid/,1775 Via Encantadoras,92173,San Ysidro,CA,32.56398,-117.05912,472859,USD,11/2/2019,11672,430302,520145,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,86448,1978,7501,1103,2,3,3/8/2019,465000,TRUE
https://www.zillow.com/homedetails/1779-Via-Encantadoras-San-Ysidro-CA-92173/17174268_zpid/,http://www.zillow.com/homedetails/1779-Via-Encantadoras-San-Ysidro-CA-92173/17174268_zpid/#charts-and-data,http://www.zillow.com/homes/17174268_zpid/,http://www.zillow.com/homes/comps/17174268_zpid/,1779 Via Encantadoras,92173,San Ysidro,CA,32.563812,-117.059124,537003,USD,11/2/2019,-5364,510153,563853,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,329121,1978,7501,2159,3,6,,,TRUE
https://www.zillow.com/homedetails/1783-Via-Encantadoras-San-Ysidro-CA-92173/52522634_zpid/,http://www.zillow.com/homedetails/1783-Via-Encantadoras-San-Ysidro-CA-92173/52522634_zpid/#charts-and-data,http://www.zillow.com/homes/52522634_zpid/,http://www.zillow.com/homes/comps/52522634_zpid/,1783 Via Encantadoras,92173,San Ysidro,CA,32.563671,-117.059216,489764,USD,11/2/2019,-633,465276,514252,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,381857,1978,7679,1590,2,4,11/1/2002,300000,TRUE
https://www.zillow.com/homedetails/1787-Via-Encantadoras-San-Ysidro-CA-92173/17174269_zpid/,http://www.zillow.com/homedetails/1787-Via-Encantadoras-San-Ysidro-CA-92173/17174269_zpid/#charts-and-data,http://www.zillow.com/homes/17174269_zpid/,http://www.zillow.com/homes/comps/17174269_zpid/,1787 Via Encantadoras,92173,San Ysidro,CA,32.563561,-117.059348,519301,USD,11/2/2019,2487,493336,545266,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,450000,1978,6185,1745,2.5,4,12/13/2005,505000,TRUE
https://www.zillow.com/homedetails/1791-Via-Encantadoras-San-Ysidro-CA-92173/17174270_zpid/,http://www.zillow.com/homedetails/1791-Via-Encantadoras-San-Ysidro-CA-92173/17174270_zpid/#charts-and-data,http://www.zillow.com/homes/17174270_zpid/,http://www.zillow.com/homes/comps/17174270_zpid/,1791 Via Encantadoras,92173,San Ysidro,CA,32.56346,-117.059458,451237,USD,11/2/2019,8717,406113,500873,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,408000,1978,6185,1238,2,4,12/28/2016,400000,TRUE
https://www.zillow.com/homedetails/1797-Via-Encantadoras-San-Diego-CA-92173/17174271_zpid/,http://www.zillow.com/homedetails/1797-Via-Encantadoras-San-Diego-CA-92173/17174271_zpid/#charts-and-data,http://www.zillow.com/homes/17174271_zpid/,http://www.zillow.com/homes/comps/17174271_zpid/,1797 Via Encantadoras,92173,San Diego,CA,32.563356,-117.059571,391889,USD,11/2/2019,15276,352700,427159,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,159957,1978,6150,891,1,2,9/29/1992,105000,TRUE
https://www.zillow.com/homedetails/1704-Via-Encantadoras-San-Ysidro-CA-92173/17174289_zpid/,http://www.zillow.com/homedetails/1704-Via-Encantadoras-San-Ysidro-CA-92173/17174289_zpid/#charts-and-data,http://www.zillow.com/homes/17174289_zpid/,http://www.zillow.com/homes/comps/17174289_zpid/,1704 Via Encantadoras,92173,San Ysidro,CA,32.564819,-117.061455,460635,USD,11/2/2019,1399,437603,483667,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,182413,1978,5113,1103,2,3,11/7/1997,114500,TRUE
https://www.zillow.com/homedetails/1710-Via-Encantadoras-San-Ysidro-CA-92173/17174290_zpid/,http://www.zillow.com/homedetails/1710-Via-Encantadoras-San-Ysidro-CA-92173/17174290_zpid/#charts-and-data,http://www.zillow.com/homes/17174290_zpid/,http://www.zillow.com/homes/comps/17174290_zpid/,1710 Via Encantadoras,92173,San Ysidro,CA,32.564821,-117.061276,511537,USD,11/2/2019,8423,485960,537114,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,275177,1978,5005,1716,2,4,,,TRUE
https://www.zillow.com/homedetails/1716-Via-Encantadoras-San-Ysidro-CA-92173/17174291_zpid/,http://www.zillow.com/homedetails/1716-Via-Encantadoras-San-Ysidro-CA-92173/17174291_zpid/#charts-and-data,http://www.zillow.com/homes/17174291_zpid/,http://www.zillow.com/homes/comps/17174291_zpid/,1716 Via Encantadoras,92173,San Ysidro,CA,32.564816,-117.061105,485124,USD,11/2/2019,784,460868,509380,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,126760,1978,5135,1507,2,4,,,TRUE
https://www.zillow.com/homedetails/1722-Via-Encantadoras-San-Ysidro-CA-92173/17174292_zpid/,http://www.zillow.com/homedetails/1722-Via-Encantadoras-San-Ysidro-CA-92173/17174292_zpid/#charts-and-data,http://www.zillow.com/homes/17174292_zpid/,http://www.zillow.com/homes/comps/17174292_zpid/,1722 Via Encantadoras,92173,San Ysidro,CA,32.564819,-117.060927,476406,USD,11/2/2019,3416,452586,500226,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,255660,1978,6429,1238,2,4,12/29/1994,135000,TRUE
https://www.zillow.com/homedetails/1728-Via-Encantadoras-San-Ysidro-CA-92173/17174293_zpid/,http://www.zillow.com/homedetails/1728-Via-Encantadoras-San-Ysidro-CA-92173/17174293_zpid/#charts-and-data,http://www.zillow.com/homes/17174293_zpid/,http://www.zillow.com/homes/comps/17174293_zpid/,1728 Via Encantadoras,92173,San Ysidro,CA,32.564754,-117.06077,462840,USD,11/2/2019,1874,439698,485982,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,176803,1978,5815,1103,2,3,,,TRUE
https://www.zillow.com/homedetails/1734-Via-Encantadoras-San-Ysidro-CA-92173/17174294_zpid/,http://www.zillow.com/homedetails/1734-Via-Encantadoras-San-Ysidro-CA-92173/17174294_zpid/#charts-and-data,http://www.zillow.com/homes/17174294_zpid/,http://www.zillow.com/homes/comps/17174294_zpid/,1734 Via Encantadoras,92173,San Ysidro,CA,32.564673,-117.060637,369540,USD,11/2/2019,1750,351063,388017,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,286392,1978,5166,891,1,2,7/31/2002,225000,TRUE
https://www.zillow.com/homedetails/1740-Via-Encantadoras-San-Ysidro-CA-92173/17174295_zpid/,http://www.zillow.com/homedetails/1740-Via-Encantadoras-San-Ysidro-CA-92173/17174295_zpid/#charts-and-data,http://www.zillow.com/homes/17174295_zpid/,http://www.zillow.com/homes/comps/17174295_zpid/,1740 Via Encantadoras,92173,San Ysidro,CA,32.56459,-117.060495,511736,USD,11/2/2019,7822,481032,537323,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,213528,1978,5187,1652,2,6,,,TRUE
https://www.zillow.com/homedetails/1746-Via-Encantadoras-San-Ysidro-CA-92173/52522635_zpid/,http://www.zillow.com/homedetails/1746-Via-Encantadoras-San-Ysidro-CA-92173/52522635_zpid/#charts-and-data,http://www.zillow.com/homes/52522635_zpid/,http://www.zillow.com/homes/comps/52522635_zpid/,1746 Via Encantadoras,92173,San Ysidro,CA,32.564504,-117.06035,463566,USD,11/2/2019,1248,440388,486744,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,231741,1978,5035,1103,2,3,12/6/2000,175000,TRUE
https://www.zillow.com/homedetails/1752-Via-Encantadoras-San-Ysidro-CA-92173/17174296_zpid/,http://www.zillow.com/homedetails/1752-Via-Encantadoras-San-Ysidro-CA-92173/17174296_zpid/#charts-and-data,http://www.zillow.com/homes/17174296_zpid/,http://www.zillow.com/homes/comps/17174296_zpid/,1752 Via Encantadoras,92173,San Ysidro,CA,32.564417,-117.060212,503504,USD,11/2/2019,8720,478329,528679,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,113426,1978,5131,1745,2.5,4,,,TRUE
https://www.zillow.com/homedetails/1758-Via-Encantadoras-San-Ysidro-CA-92173/17174297_zpid/,http://www.zillow.com/homedetails/1758-Via-Encantadoras-San-Ysidro-CA-92173/17174297_zpid/#charts-and-data,http://www.zillow.com/homes/17174297_zpid/,http://www.zillow.com/homes/comps/17174297_zpid/,1758 Via Encantadoras,92173,San Ysidro,CA,32.56433,-117.060068,460129,USD,11/2/2019,-585,437123,483135,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,98229,1978,5240,1103,2,3,,,TRUE
https://www.zillow.com/homedetails/1764-Via-Encantadoras-San-Ysidro-CA-92173/17174298_zpid/,http://www.zillow.com/homedetails/1764-Via-Encantadoras-San-Ysidro-CA-92173/17174298_zpid/#charts-and-data,http://www.zillow.com/homes/17174298_zpid/,http://www.zillow.com/homes/comps/17174298_zpid/,1764 Via Encantadoras,92173,San Ysidro,CA,32.564234,-117.059941,489133,USD,11/2/2019,4895,464676,513590,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,166408,1978,4970,1507,2,4,,,TRUE
https://www.zillow.com/homedetails/1770-Via-Encantadoras-San-Ysidro-CA-92173/52522636_zpid/,http://www.zillow.com/homedetails/1770-Via-Encantadoras-San-Ysidro-CA-92173/52522636_zpid/#charts-and-data,http://www.zillow.com/homes/52522636_zpid/,http://www.zillow.com/homes/comps/52522636_zpid/,1770 Via Encantadoras,92173,San Ysidro,CA,32.564127,-117.059837,524252,USD,11/2/2019,2232,498039,555707,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,415628,1978,5061,1745,2.5,4,3/21/2008,330000,TRUE
https://www.zillow.com/homedetails/1776-Via-Encantadoras-San-Ysidro-CA-92173/17174299_zpid/,http://www.zillow.com/homedetails/1776-Via-Encantadoras-San-Ysidro-CA-92173/17174299_zpid/#charts-and-data,http://www.zillow.com/homes/17174299_zpid/,http://www.zillow.com/homes/comps/17174299_zpid/,1776 Via Encantadoras,92173,San Ysidro,CA,32.56402,-117.059728,507562,USD,11/2/2019,148,482184,532940,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,324279,1978,5035,1658,2,4,11/17/2010,288000,TRUE
https://www.zillow.com/homedetails/1786-Via-Encantadoras-San-Ysidro-CA-92173/17174300_zpid/,http://www.zillow.com/homedetails/1786-Via-Encantadoras-San-Ysidro-CA-92173/17174300_zpid/#charts-and-data,http://www.zillow.com/homes/17174300_zpid/,http://www.zillow.com/homes/comps/17174300_zpid/,1786 Via Encantadoras,92173,San Ysidro,CA,32.563903,-117.059625,478266,USD,11/2/2019,5738,454353,502179,San Ysidro,117892,neighborhood,http://www.zillow.com/local-info/CA-San-Diego/San-Ysidro/r_117892/,http://www.zillow.com/san-ysidro-san-diego-ca/fsbo/,http://www.zillow.com/san-ysidro-san-diego-ca/,,6073,SingleFamily,2018,211337,1978,5240,1238,2,4,8/23/1991,136000,TRUE
